ID;Code;Nom;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
hech01;;Henry Chéron;49.17162,-0.398056;;;;0;COM_hech02;;0
louvi;;Michelet;49.157307,-0.40059;;;;0;COM_louvi;;0
rosel01;rosel01;Rosel;49.228394,-0.459349;;;;0;ARCOM@ROS020;;0
frebo01;LFR004A;Le Fresne Bourg;49.251583,-0.483503;;;;0;COM_frebo01;;0
bouli01;bouli01;Bouliesse;49.18563,-0.503578;;;;0;COM_bouli01;;0
lhog01;lhog01;La Hogue;49.114735,-0.273913;;;;0;COM_lhog01;;0
labo01;labo01;La Bouille;49.174805,-0.514818;;;;0;COM_labo01;;0
p27j01;;Place du 27 Juin;49.187176,-0.446019;;;;0;COM_p27j01;;0
festy01;festy01;Festyland;49.186382,-0.429762;;;;0;COM_festy02_1;;0
aerc03;aerc03;Aéroport;49.184105,-0.458226;;;;0;COM_aerc11;;0
zibou01;zibou01;Zone Industrielle;49.122967,-0.309162;;;;0;ARCOM@BOU021;;0
mabo01;mabo01;Mathieu Bourg;49.25492,-0.373165;;;;0;ARCOM@MAT004;;0
garc01;garc01;Garcelles Bourg;49.097855,-0.289426;;;;0;COM_garc02;;0
capu01;capu01;Capucines;49.2781,-0.295601;;;;0;COM_capu02;;0
chat02;chat02;Château;49.239075,-0.283518;;;;0;COM_chat02_1;;0
squa01;;Square;49.184612,-0.446824;;;;0;COM_squa12;;0
paor02;;Parc d'Ornano;49.18894,-0.348376;;;;0;COM_paor01;;0
vafo01;;Foyer;49.195408,-0.345074;;;;0;COM_vafo02_1;;0
maeg02;MAT002A;Mathieu Église;49.25437,-0.369807;;;;0;COM_maeg03;;0
lvik01;MAT021A;Les Vikings;49.244873,-0.371397;;;;0;COM_lvik01;;0
rcau01;;Route de Caumont;49.187214,-0.416644;;;;0;COM_rcau02;;0
grbu01;;Grands Bureaux;49.185654,-0.311042;;;;0;COM_grbu01_2;;0
univ22;;Université;49.1888,-0.363936;;;;0;COM_univ22;;0
grbu02;;Grands Bureaux;49.185635,-0.309464;;;;0;COM_grbu01_2;;0
chba02;STC020B;Champs Bailly;49.21664,-0.415804;;;;0;ARCOM@STC020;;0
ruci02;;Rue des Cités;49.18793,-0.289861;;;;0;COM_ruci01;;0
clbe02;;Clos Beaumois;49.188152,-0.351149;;;;0;COM_clbe01_1;;0
chpi;;Champ Picot;49.191998,-0.271917;;;;0;COM_chpi_1;;0
jeme02;;Jean Mermoz;49.168736,-0.330035;;;;0;COM_jeme02_1;;0
jeme01;;Jean Mermoz;49.168793,-0.329815;;;;0;COM_jeme02_1;;0
COM_clso01_1;;Clair Soleil;49.17263,-0.320421;;;;1;;;0
tnac01;;Terre de Nacre;49.230232,-0.307429;;;;0;COM_tnac01_1;;0
COM_vauc02;;Vaucelles;49.173866,-0.353901;;;;1;;;0
19ma01;;19 Mars;49.165356,-0.324496;;;;0;COM_19ma02;;0
COM_laen02;;Laennec;49.204807,-0.347354;;;;1;;;0
vaba02;;Vallée Barrey;49.17096,-0.309958;;;;0;COM_vaba01;;0
COM_oupb01;;Petit Bonheur;49.273876,-0.260504;;;;1;;;0
semi01;C063A;Séminaire;49.185177,-0.396066;;;;0;ARCOM@C063;;0
COM_ruma01;;Rue de Maltot;49.175205,-0.382549;;;;1;;;0
carpm01;carpm01;Carpiquet Mairie;49.183544,-0.440159;;;;0;COM_carpm01;;0
COM_baud02;;Baudry;49.285503,-0.317729;;;;1;;;0
htha02;THA025A;Hauts de Thaon;49.25569,-0.456515;;;;0;COM_htha01;;0
COM_egcu02;;Cuverville Eglise;49.18873,-0.264538;;;;1;;;0
vaba01;;Vallée Barrey;49.170998,-0.310278;;;;0;COM_vaba01;;0
COM_fmar01_1;;Ferme Marais;49.179256,-0.300777;;;;1;;;0
lyma11;;Lycée Malherbe;49.176517,-0.371031;;;;0;COM_lyma11;;0
COM_epro02;;Germes de Blé;49.221848,-0.367894;;;;1;;;0
lyma12;;Lycée Malherbe;49.17582,-0.371241;;;;0;COM_lyma11;;0
ARCOM@C039;;Zénith;49.172462,-0.380382;;;;1;;;0
bel01;;Bellivet;49.18283,-0.360344;;;;0;COM_bel02_1;;0
COM_cocv02;;Collevillette;49.28626,-0.287925;;;;1;;;0
macu02;;Cuverville Mairie;49.19164,-0.263481;;;;0;COM_macu02;;0
COM_gala01;;Galante;49.303486,-0.326787;;;;1;;;0
mabl01;;Blainville Mairie;49.228065,-0.300418;;;;0;COM_mabl01;;0
COM_ousc02_1;;Sacré Coeur;49.27741,-0.262559;;;;1;;;0
lanf02;C024B;Lanfranc;49.184895,-0.379085;;;;0;ARCOM@C024;;0
COM_pel01_1;;Pèlerins;49.268753,-0.261267;;;;1;;;0
noeg02;noeg02;Norrey Eglise;49.19605,-0.514297;;;;0;COM_noeg01;;0
COM_pocr01;;Pont Créon;49.1747,-0.379031;;;;1;;;0
lmare02;lmare02;Le Mareschet;49.181877,-0.490265;;;;0;ARCOM@SMA023;;0
COM_gira01;;Girafe;49.206844,-0.367811;;;;1;;;0
jocu01;;Joliot Curie;49.230255,-0.302768;;;;0;COM_jocu01;;0
COM_fmou02_1;;Francois Mourier;49.203705,-0.306103;;;;1;;;0
stpr02;;Prestavoine;49.201427,-0.342255;;;;0;COM_stpr01;;0
COM_chha01;;Chemin de Halage;49.206875,-0.315704;;;;1;;;0
rtro02;;Route de Rouen;49.173748,-0.328914;;;;0;COM_rtro01;;0
COM_bbcb01;;Clos Bosquin;49.24064,-0.326883;;;;1;;;0
eggi01;;Giberville Eglise;49.18278,-0.290526;;;;0;COM_eggi02;;0
COM_crre01;;Creux au Renard;49.170277,-0.402192;;;;1;;;0
pala02;;Paul Langevin;49.168613,-0.326677;;;;0;COM_pala02_1;;0
COM_poou02;;Ouistreham Port;49.279682,-0.250643;;;;1;;;0
edro01;;Edmond Rostand;49.174385,-0.333758;;;;0;COM_edro01;;0
COM_libt21;;Liberté;49.161087,-0.342843;;;;1;;;0
edro02;;Edmond Rostand;49.1741,-0.332162;;;;0;COM_edro01;;0
COM_libec11;;Libéra;49.188496,-0.298898;;;;1;;;0
queb01;;Québec;49.17185,-0.38591;;;;0;COM_queb01_1;;0
COM_laza01;;Lazzaro;49.20052,-0.293393;;;;1;;;0
C078B;C078B;Calvaire Saint-Pierre;49.198948,-0.364191;;;;0;COM_casp41;;0
COM_mifa01;;Michel Farré;49.185635,-0.303175;;;;1;;;0
C078A;C078A;Calvaire Saint-Pierre;49.198994,-0.364191;;;;0;COM_casp41;;0
COM_paca01;;Pays de Caen;49.197037,-0.298524;;;;1;;;0
clho01;;Clair Horizon;49.1584,-0.350892;;;;0;COM_clho02;;0
COM_wood02;;Woodbury;49.16935,-0.422066;;;;1;;;0
poeu01;;Europe;49.20024,-0.378672;;;;0;COM_poeu01;;0
COM_bepa02;;Bernard Palissy;49.184303,-0.392599;;;;1;;;0
broc02;;Brocéliande;49.179123,-0.402358;;;;0;COM_broc01;;0
COM_stni01;;Saint-Nicolas;49.184185,-0.375364;;;;1;;;0
vaug01;C052A;Vaugueux;49.18554,-0.360567;;;;0;COM_vaug02;;0
COM_vice02_1;;Villons Cerisiers;49.238625,-0.411666;;;;1;;;0
albe21;;Albert 1er;49.17049,-0.347829;;;;0;COM_albe22;;0
COM_dudu02_1;;Lycée D. d'Urville;49.195713,-0.355289;;;;1;;;0
rotb02;;Rots Bonny;49.203587,-0.475687;;;;0;COM_rotb02;;0
COM_stceg01;;Saint-Contest Eglise;49.214367,-0.402101;;;;1;;;0
pabo02;;Paul Boucherot;49.14346,-0.333232;;;;0;COM_pabo01;;0
ARCOM@BSO021;;Terrasses;49.168575,-0.407424;;;;1;;;0
pc02;pc02;Place Courtonne;49.183876,-0.356715;;;;0;COM_C020;;0
COM_pdgr01;;Grande Cour;49.258762,-0.343315;;;;1;;;0
quju11;;Quai de Juillet;49.178062,-0.353947;;;;0;COM_qdj02_1;;0
COM_zavb01;;ZAC Vallée Barrey;49.17008,-0.308989;;;;1;;;0
clgr01;clgr01;Le Clos;49.147408,-0.28775;;;;0;COM_clgr01;;0
COM_l2eg02;;Les 2 Eglises;49.1831,-0.304643;;;;1;;;0
chu03;;CHU;49.20338,-0.358475;;;;0;COM_chu03;;0
COM_cisu01;;Cités Suédoises;49.207623,-0.297464;;;;1;;;0
mafo04;mafo04;Maurice Fouques;49.171154,-0.328491;;;;0;COM_mafo04;;0
COM_chse02;;Kiruna;49.20581,-0.299827;;;;1;;;0
cycr52;cycr52;Cygne de Croix;49.171684,-0.354302;;;;0;COM_cycr01;;0
COM_dldt01;;Tassigny;49.20178,-0.387756;;;;1;;;0
obsu22;;Object'Ifs Sud;49.139187,-0.330264;;;;0;COM_obsu22_1;;0
COM_vicl01;;Coopérative;49.23359,-0.41359;;;;1;;;0
bourgu02;;Bourgogne;49.19443,-0.400778;;;;0;COM_bourgu01_1;;0
COM_bart11;;Barthou;49.172432,-0.331108;;;;1;;;0
touv02;;Tourville;49.184498,-0.347496;;;;0;COM_touv02;;0
COM_leti02;;Les Tilleuls;49.127876,-0.31701;;;;1;;;0
majo01;;Maréchal Joffre;49.171535,-0.349613;;;;0;COM_majo02;;0
COM_etce12;;Eterville Centre;49.14387,-0.422667;;;;1;;;0
rorn12;;Gare - Rives de l'Orne;49.178703,-0.350154;;;;0;COM_rorn12;;0
ARCOM@BOU006;;Bourguébus Centre;49.12175,-0.298543;;;;1;;;0
C029B;C029B;Lycée Malherbe;49.176945,-0.371218;;;;0;COM_lyma11;;0
COM_lmar01;;Les Marronniers;49.14794,-0.424328;;;;1;;;0
doau02;;Docteur Auvray;49.192986,-0.3453;;;;0;COM_doau01;;0
COM_bour01_1;;Chemin Vert;49.193913,-0.401857;;;;1;;;0
chfl22;;Chemin de Fleury;49.15279,-0.346397;;;;0;COM_chfl22;;0
COM_rocr01;;Le Rocreuil;49.156303,-0.434038;;;;1;;;0
doau01;;Docteur Auvray;49.192955,-0.346397;;;;0;COM_doau01;;0
COM_mmou01;;Mouen Mairie;49.1458,-0.485241;;;;1;;;0
ifcl02;;Clément Ader;49.14265,-0.325143;;;;0;COM_ifcl01;;0
COM_plti02;;Place des Tilleuls;49.183483,-0.309991;;;;1;;;0
ifcl01;;Clément Ader;49.142876,-0.325371;;;;0;COM_ifcl01;;0
COM_clda01;;Clos de l'Avonde;49.22761,-0.385286;;;;1;;;0
clon01;clon01;Clos Neuf;49.1383,-0.294214;;;;0;COM_clon01;;0
ARCOM@SOL020;;Tageret;49.13101,-0.29669;;;;1;;;0
deca01;;Decaen;49.168648,-0.346917;;;;0;COM_deca01;;0
COM_parp01_1;;Pasteur;49.173954,-0.335689;;;;1;;;0
thfr01;;Thibout de la Fresnaye;49.18591,-0.380163;;;;0;COM_thfr01_1;;0
COM_5con01_1;;5 Continents;49.202118,-0.382226;;;;1;;;0
sabo01;SAN021A;Sannerville Bourg;49.17804,-0.220367;;;;0;COM_sabo01;;0
COM_juge02;;Jules Guesde;49.14394,-0.375996;;;;1;;;0
rogo01;;Rouge Gorge;49.194378,-0.396291;;;;0;COM_rogo01_1;;0
COM_fleury22_1;;Marcel Cachin;49.145264,-0.374443;;;;1;;;0
anjo01;;Anjou;49.141556,-0.355173;;;;0;COM_anjo01_1;;0
ARCOM@C092;;Bernières;49.182884,-0.358264;;;;1;;;0
mart02;GIB021B;Martray;49.17226,-0.281492;;;;0;COM_mart02;;0
COM_besi01;;Beau Site;49.14542,-0.380254;;;;1;;;0
stad02;stad02;Troarn Stade;49.18222,-0.187398;;;;0;COM_stad02;;0
COM_egve01_1;;Venoix Eglise;49.172806,-0.394557;;;;1;;;0
robl01;robl01;Roche Blanche;49.139374,-0.356466;;;;0;COM_robl02;;0
ARCOM@C091;;Parc des Sports;49.174007,-0.390957;;;;1;;;0
prim02;PUT020A;Primevères;49.213505,-0.540414;;;;0;COM_prim02;;0
COM_degm03;;Grandes Murailles;49.184452,-0.270525;;;;1;;;0
borc02;BLO006B;L'Orgueilleuse Mairie;49.211693,-0.516119;;;;0;ARCOM@BLO006;;0
COM_mafl02;;Fleury Mairie;49.147366,-0.377436;;;;1;;;0
cimne01;;Cimetière Nord-Est;49.190933,-0.340973;;;;0;COM_cimne02_1;;0
COM_vime02_1;;Métiers;49.205257,-0.375891;;;;1;;;0
biat12;;Presqu'Île;49.181355,-0.348448;;;;0;COM_biat12;;0
COM_cema02;;Collège Hawking;49.158855,-0.361323;;;;1;;;0
rdca12;;Rue des Carrières;49.182648,-0.272335;;;;0;COM_rdca11;;0
COM_fove01;;Fontaine Venoise;49.175037,-0.400799;;;;1;;;0
mape01;;Maison du Peuple;49.177452,-0.328823;;;;0;COM_mape02;;0
COM_repa11;;Résidence du Parc;49.17959,-0.317327;;;;1;;;0
biat01;;Presqu'Île;49.181225,-0.348733;;;;0;COM_biat12;;0
COM_vaug02;;Vaugueux;49.18601,-0.36034;;;;1;;;0
clne02;DEM020B;ZA du Clos Neuf;49.173283,-0.263733;;;;0;COM_clne01;;0
COM_anjo01_1;;Anjou;49.14152,-0.355282;;;;1;;;0
sapo02;TRN023A;Acacia;49.180984,-0.184681;;;;0;COM_acaci01_1;;0
COM_epin01;;Epinette;49.142986,-0.354348;;;;1;;;0
rdou02;rdou02;Route de Douvres;49.21598,-0.505212;;;;0;COM_rdou01;;0
COM_carpm01;;Carpiquet Mairie;49.18351,-0.440094;;;;1;;;0
mafl02;;Fleury Mairie;49.147316,-0.377585;;;;0;COM_mafl02;;0
COM_ptve11;;Pont de Venoix;49.1748,-0.388502;;;;1;;;0
koeni01;koeni01;Plains Champs;49.178234,-0.182296;;;;0;COM_koeni02;;0
COM_etma02_1;;Etat Major;49.180645,-0.377422;;;;1;;;0
roct02;ROT006B;Rots Centre;49.199562,-0.472477;;;;0;ARCOM@ROT006;;0
COM_labr01;;Labrador;49.16052,-0.335768;;;;1;;;0
koeni02;TRN022A;Plains Champs;49.178253,-0.182009;;;;0;COM_koeni02;;0
COM_istp01_1;;Institution Saint-Pierre;49.182964,-0.382989;;;;1;;;0
toura11;;Touraine;49.19416,-0.398986;;;;0;COM_toura12;;0
COM_reth01;;Rethel;49.169815,-0.334328;;;;1;;;0
pdra02;;Parc des Drapeaux;49.197876,-0.453261;;;;0;COM_pdra02_1;;0
COM_bel02_1;;Bellivet;49.18297,-0.360389;;;;1;;;0
gema01;;Georges Maudouit;49.176792,-0.325519;;;;0;COM_gema01_1;;0
COM_abda11;;Abbaye aux Dames;49.187397,-0.354569;;;;1;;;0
gema02;;Georges Maudouit;49.176907,-0.325937;;;;0;COM_gema01_1;;0
COM_stmf02;;Mendès France;49.147896,-0.345566;;;;1;;;0
bbre02;bbre02;Biéville Château;49.243645,-0.321656;;;;0;ARCOM@BIE007;;0
COM_newt02;;Newton;49.1524,-0.301422;;;;1;;;0
poca02;;Pont de Calix;49.185844,-0.335917;;;;0;COM_poca02_1;;0
COM_jonc01;;Jonchets;49.16404,-0.339236;;;;1;;;0
ger01;;Gernez;49.193977,-0.383816;;;;0;COM_ger01;;0
COM_lcha01;;La Chapelle;49.15693,-0.349525;;;;1;;;0
lyfr01;lyfr01;Lycée Fresnel;49.16274,-0.357925;;;;0;ARCOM@C302;;0
COM_jeme02_1;;Jean Mermoz;49.168762,-0.329925;;;;1;;;0
rocc02;ROT023B;Zone Commerciale;49.19816,-0.457443;;;;0;ARCOM@ROT023;;0
ARCOM@THA021;;Place des Saules;49.257202,-0.452773;;;;1;;;0
fmar22;;La Ferme Marais;49.179424,-0.300941;;;;0;COM_fmar01_1;;0
COM_auve02;;Auvergne;49.137577,-0.355979;;;;1;;;0
istp01;;Institution Saint-Pierre;49.182903,-0.382735;;;;0;COM_istp01_1;;0
COM_noeg01;;Norrey Eglise;49.19684,-0.514041;;;;1;;;0
gemo01;;Général Moulin;49.187267,-0.409337;;;;0;COM_gemo02;;0
COM_modi62;;Modigliani;49.153797,-0.345474;;;;1;;;0
gemo02;;Général Moulin;49.187428,-0.409859;;;;0;COM_gemo02;;0
ARCOM@C021;;Hippodrome;49.178097,-0.363126;;;;1;;;0
stmf01;;Mendès France;49.148018,-0.345481;;;;0;COM_stmf02;;0
COM_gall22;;Gallieni;49.182045,-0.402939;;;;1;;;0
cycr42;;Union;49.17013,-0.354272;;;;0;COM_cycr32;;0
COM_prim02;;Primevères;49.213516,-0.540339;;;;1;;;0
semi02;C063B;Séminaire;49.18509,-0.395342;;;;0;ARCOM@C063;;0
ARCOM@BLO020;;Bessin;49.213337,-0.52185;;;;1;;;0
juve01;;Jules Verne;49.156967,-0.347277;;;;0;COM_juve01;;0
COM_plch01;;Place Champlain;49.19786,-0.347583;;;;1;;;0
clss14;;Collège Senghor Quai 4;49.13566,-0.350602;;;;0;COM_clss14;;0
COM_mepa01;;Mesnil Patry;49.19487,-0.54572;;;;1;;;0
chva01;;Chemin du Val;49.150894,-0.344197;;;;0;COM_chva12_1;;0
COM_stcme02;;Stade Claude Mercier;49.17758,-0.390759;;;;1;;;0
clss13;;Collège Senghor Quai 3;49.135742,-0.350446;;;;0;COM_clss13;;0
COM_tour01;;Tourterelles;49.19476,-0.392504;;;;1;;;0
hdvi01;;Ifs Hôtel de Ville;49.13708,-0.350932;;;;0;COM_hdvi01;;0
COM_memo02;;Mémorial;49.198536,-0.382601;;;;1;;;0
hdvi02;;Ifs Hôtel de Ville;49.13713,-0.350615;;;;0;COM_hdvi01;;0
COM_lyro01;;Lycée Rostand;49.161633,-0.351753;;;;1;;;0
chfl02;;Chemin de Fleury;49.152496,-0.345522;;;;0;COM_chfl22;;0
COM_rorn12;;Gare - Rives de l'Orne;49.178642,-0.350394;;;;1;;;0
clha02;STA004B;Clos du Hamel;49.1199,-0.375233;;;;0;COM_clha02;;0
COM_madr02_1;;Madrid;49.14399,-0.346197;;;;1;;;0
emzo01;;Emile Zola;49.23308,-0.301705;;;;0;COM_emzo02_1;;0
COM_deba11;;Débarquement;49.20281,-0.392402;;;;1;;;0
cind02;;Cindais;49.127773,-0.379844;;;;0;COM_cind02_1;;0
COM_teav22;;Terres d'Avenir;49.23137,-0.294577;;;;1;;;0
cind01;;Cindais;49.127823,-0.380251;;;;0;COM_cind02_1;;0
COM_stth02_1;;Sainte Thérèse;49.170456,-0.338711;;;;1;;;0
cdfo02;;Charles de Foucauld;49.161438,-0.363136;;;;0;COM_cdfo02;;0
COM_inno12;;Innovaparc;49.188824,-0.304167;;;;1;;;0
baal01;FLU022A;Basse Allemagne;49.139927,-0.375858;;;;0;ARCOM@FLU022;;0
COM_siva01;;Silicon Valley;49.179295,-0.394932;;;;1;;;0
cocl01;;Couvrechef le Clos;49.213394,-0.375332;;;;0;COM_cocl01;;0
COM_pers01_1;;Perspectives;49.195667,-0.348914;;;;1;;;0
orgo01;;Orée du Golf;49.22132,-0.366489;;;;0;COM_orgo02_1;;0
COM_flor11;;Les Florals;49.19299,-0.375736;;;;1;;;0
vicl01;VIB020A;Coopérative;49.233524,-0.413728;;;;0;COM_vicl01;;0
COM_zaco11;;Colombelles ZA;49.19486,-0.29342;;;;1;;;0
save02;saver02;Salle Verte;49.201942,-0.196442;;;;0;StopAreaCAE3834;;0
COM_mamo02;;Mondeville Mairie;49.176918,-0.320648;;;;1;;;0
pabl02;;Paitis Blancs;49.127026,-0.3834;;;;0;COM_pabl02;;0
COM_stmi02_1;;Saint-Michel;49.17541,-0.355285;;;;1;;;0
pabl01;;Paitis Blancs;49.12704,-0.383899;;;;0;COM_pabl02;;0
COM_clgr01;;Le Clos;49.14753,-0.287549;;;;1;;;0
inle02;;Institut Lemonnier;49.19356,-0.34998;;;;0;COM_inle01;;0
COM_obsu22_1;;Object'Ifs Sud;49.139114,-0.330528;;;;1;;;0
blpa;blpa;Blainville Parc;49.232964,-0.29032;;;;0;COM_blpa;;0
COM_bacl41;;Baclesse;49.204845,-0.354761;;;;1;;;0
pihe11;;Pierre Heuzé;49.198853,-0.346917;;;;0;COM_pihe12;;0
ARCOM@SAC022;;La Jalousie;49.074368,-0.296246;;;;1;;;0
pihe12;;Pierre Heuzé;49.198883,-0.346794;;;;0;COM_pihe12;;0
COM_auber01;;Auberge;49.07165,-0.300472;;;;1;;;0
cacc01;;Campus 2 C. Commercial;49.209293,-0.367227;;;;0;COM_cacc02_2;;0
COM_biat12;;Presqu'Île;49.181454,-0.349172;;;;1;;;0
vilb02;VIB006A;Villons Centre;49.240284,-0.408318;;;;0;ARCOM@VIB006;;0
COM_lac01_1;;Lac;49.219913,-0.348112;;;;1;;;0
vilb01;VIB006B;Villons Centre;49.240196,-0.408286;;;;0;ARCOM@VIB006;;0
COM_geva01;;Vanier;49.195267,-0.343827;;;;1;;;0
edca02;;Cambes Ecole;49.23112,-0.383808;;;;0;COM_edca01;;0
COM_stpa01;;Collège Saint-Paul;49.184273,-0.399177;;;;1;;;0
edca01;;Cambes Ecole;49.23124,-0.383939;;;;0;COM_edca01;;0
COM_cham02;;Champagne;49.195015,-0.389287;;;;1;;;0
tl.1;;Tour Leroy;49.184353,-0.358461;;;;0;COM_tl.1;;0
COM_hagr02;;Le Hameau;49.149937,-0.287962;;;;1;;;0
2arr01;;2ème Arrêt;49.197937,-0.204428;;;;0;COM_2arr02;;0
COM_gyhu02_1;;Gymnase Humbert;49.208015,-0.334638;;;;1;;;0
vicl02;VIB020B;Coopérative;49.233654,-0.413452;;;;0;COM_vicl01;;0
COM_clon01;;Clos Neuf;49.13855,-0.294023;;;;1;;;0
mebou02;mebou02;Mesnil Bourg;49.204094,-0.183106;;;;0;StopAreaCAE3837;;0
COM_ptsn02;;Pont SNCF;49.17646,-0.332056;;;;1;;;0
2arr02;;2ème Arrêt;49.197777,-0.204516;;;;0;COM_2arr02;;0
COM_rher02;;La Hache;49.193684,-0.343113;;;;1;;;0
pich22;;Robert Schuman;49.193542,-0.38682;;;;0;COM_pich11;;0
COM_cour02_1;;Courseulles;49.192257,-0.369918;;;;1;;;0
pldc02;;Place Des Canadiens;49.18925,-0.414431;;;;0;COM_pldc11_1;;0
COM_drak02;;Drakkar;49.209873,-0.332301;;;;1;;;0
gira01;;Girafe;49.206882,-0.367844;;;;0;COM_gira01;;0
COM_cine02_1;;Clémenceau;49.190674,-0.339678;;;;1;;;0
fpac01;;Afpa;49.19148,-0.382808;;;;0;COM_fpac02;;0
COM_csp02;;Calvaire Saint-Pierre;49.19791,-0.364001;;;;1;;;0
fpac02;;Afpa;49.191185,-0.383269;;;;0;COM_fpac02;;0
COM_vl01;;Lux-Lépine;49.17108,-0.342178;;;;1;;;0
bour01;;Chemin Vert;49.193996,-0.402129;;;;0;COM_bour01_1;;0
COM_sthu12;;Saint Hubert;49.191467,-0.328451;;;;1;;;0
bour02;;Chemin Vert;49.19383,-0.401585;;;;0;COM_bour01_1;;0
COM_zavil;;ZA au Village;49.22741,-0.368203;;;;1;;;0
poas02;poas02;Collège Monod;49.205875,-0.379117;;;;0;COM_poas02;;0
COM_poca02_1;;Pont de Calix;49.185905,-0.335563;;;;1;;;0
bear02;;Beauregard;49.213486,-0.316957;;;;0;COM_bear01;;0
COM_re01;;Résistance Saint-Jean;49.180866,-0.356051;;;;1;;;0
escv01;;Espérance;49.192734,-0.383065;;;;0;COM_escv01;;0
COM_rmal02;;Rue de Malon;49.209698,-0.377503;;;;1;;;0
feui12;;Feuillantines;49.22625,-0.309843;;;;0;COM_feui11;;0
COM_ifcl01;;Clément Ader;49.14276,-0.325257;;;;1;;;0
maju02;maju02;Maréchal Juin;49.210583,-0.36658;;;;0;ARCOM@C099;;0
COM_sc01;;Saint-Clair;49.203568,-0.329305;;;;1;;;0
pesa01;;Père Sanson;49.200054,-0.368774;;;;0;COM_pesa01_1;;0
COM_cocc11;;Corderie;49.189533,-0.331171;;;;1;;;0
rese02;;Reservoirs;49.189804,-0.384594;;;;0;COM_rese02;;0
COM_colco01;;Le Coutour;49.193478,-0.379698;;;;1;;;0
nico02;;Nicolas Copernic;49.164288,-0.326006;;;;0;COM_nico02;;0
COM_pate22;;Parc Tertiaire;49.20878,-0.32454;;;;1;;;0
delu12;delu12;Demi-Lune;49.174236,-0.339514;;;;0;ARCOM@C035;;0
COM_tnac01_1;;Terre de Nacre;49.23013,-0.307592;;;;1;;;0
plki01;;Place Kieffer;49.232204,-0.298578;;;;0;COM_plki02;;0
COM_lavi01_1;;Lavigerie;49.16164,-0.365762;;;;1;;;0
plki02;;Place Kieffer;49.23205,-0.298474;;;;0;COM_plki02;;0
COM_cam01_1;;Camus;49.19148,-0.408602;;;;1;;;0
lepcc02;lepcc02;Lycée Claudel;49.203156,-0.385452;;;;0;ARCOM@C031;;0
COM_mmoi02;;Maison Moisson;49.1569,-0.398045;;;;1;;;0
masj02;;Manoir Saint-Jean;49.25616,-0.371076;;;;0;COM_masj01;;0
COM_clbe01_1;;Clos Beaumois;49.188126,-0.351677;;;;1;;;0
incb02;;Institut Camille Blaisot;49.201458,-0.369979;;;;0;COM_incb01;;0
COM_rgen01_1;;Genève;49.159615,-0.339454;;;;1;;;0
rtca01;;Route de Cabourg;49.180016,-0.320516;;;;0;COM_rtca01;;0
COM_loce02_1;;Louvigny Centre;49.15674,-0.392201;;;;1;;;0
angu01;;Anguerny;49.25863,-0.377127;;;;0;COM_angu02;;0
COM_valo01;;Val d'Odon;49.131763,-0.502464;;;;1;;;0
masg02;;Saint-Germain Mairie;49.18903,-0.409053;;;;0;COM_masg02_1;;0
COM_ouco01;;Collège Monnet;49.280937,-0.255948;;;;1;;;0
acaci01;TRN023B;Acacia;49.18188,-0.183203;;;;0;COM_acaci01_1;;0
COM_abar01;;Abbaye;49.196983,-0.41302;;;;1;;;0
masg01;;Saint-Germain Mairie;49.189037,-0.40975;;;;0;COM_masg02_1;;0
COM_eglo01;;Louvigny Eglise;49.158554,-0.387491;;;;1;;;0
pldc11;;Place Des Canadiens;49.189247,-0.414431;;;;0;COM_pldc11_1;;0
COM_stde02;;Colleville Stade;49.270203,-0.298071;;;;1;;;0
parp02;C036B;Pasteur;49.173847,-0.335497;;;;0;COM_parp01_1;;0
COM_nled01;;Lynton Lynmouth;49.23579,-0.286935;;;;1;;;0
chga02;chga02;Lycée de Gaulle;49.18448,-0.378771;;;;0;ARCOM@C025;;0
COM_sieu02;;Sieurcas;49.263184,-0.293518;;;;1;;;0
chga01;C025A;Lycée de Gaulle;49.18449,-0.379557;;;;0;ARCOM@C025;;0
COM_corf01;;Fossettes;49.149612,-0.323578;;;;1;;;0
codu12;codu12;Collège Dunois;49.18652,-0.386871;;;;0;ARCOM@C026;;0
COM_ruda02;;Damozanne;49.182446,-0.383805;;;;1;;;0
codu11;codu11;Collège Dunois;49.186356,-0.386734;;;;0;ARCOM@C026;;0
COM_rtro01;;Route de Rouen;49.17386,-0.329598;;;;1;;;0
bama02;BSO022B;Bas Manoir;49.161858,-0.429572;;;;0;ARCOM@BSO022;;0
COM_chfo01_1;;Chemin Foulon;49.133232,-0.501356;;;;1;;;0
dubn01;;Dubna;49.214565,-0.355029;;;;0;COM_dubn01_1;;0
COM_pldc11_1;;Place des Canadiens;49.189217,-0.414518;;;;1;;;0
bacl01;;Baclesse;49.20449,-0.355336;;;;0;COM_bacl41;;0
COM_stma02_1;;Saint-Manvieu;49.15402,-0.456605;;;;1;;;0
cabr01;;Cambridge;49.21708,-0.354647;;;;0;COM_cabr02;;0
COM_isig02;;Isigny;49.19012,-0.400721;;;;1;;;0
sj01;;Saint-Jean Eglise;49.180836,-0.358338;;;;0;COM_sj02;;0
COM_eggi02;;Giberville Eglise;49.182922,-0.289987;;;;1;;;0
sj02;;Saint-Jean Eglise;49.18058,-0.358517;;;;0;COM_sj02;;0
COM_cope21_2;;Copernic;49.19852,-0.360736;;;;1;;;0
