ID;Code;Nom;Coordinates;Description;Zone ID;URL;Location Type;Parent Station ID;Timezone;Wheelchair Boarding
zimo01;;Mondeville ZI;49.16501,-0.309529;;;;0;COM_zimo01;;0
COM_loco12;;Long Cours;49.161224,-0.39833;;;;1;;;0
rbas01;;Rue Basse;49.18546,-0.353137;;;;0;COM_rbas01_1;;0
COM_dubn01_1;;Dubna;49.214638,-0.355256;;;;1;;;0
bart11;;Barthou;49.1724,-0.330859;;;;0;COM_bart11;;0
COM_clmo02;;Claude Monet;49.16089,-0.346265;;;;1;;;0
lbru01;MOU021A;La Bruyère;49.143562,-0.492773;;;;0;COM_lbru02;;0
COM_ruch02;;Chardonnerets;49.15622,-0.394611;;;;1;;;0
SMA002B;SMA002B;St Manvieu Eglise;49.180744,-0.501616;;;;0;ARCOM@SMA002;;0
COM_plce02_1;;Place Centrale;49.1542,-0.32974;;;;1;;;0
veor01;;Orme;49.185516,-0.346982;;;;0;COM_veor01_1;;0
COM_lyau01;;Lyautey;49.167736,-0.361354;;;;1;;;0
qume01;;Quai Meslin;49.17616,-0.35416;;;;0;COM_qume01;;0
COM_peva02;;Petit Vallon;49.182095,-0.266024;;;;1;;;0
path02;STC024B;Parc Athéna;49.204437,-0.392708;;;;0;COM_path01;;0
COM_lach01;;La Chouette;49.201683,-0.322339;;;;1;;;0
stni01;;Saint-Nicolas;49.184364,-0.375037;;;;0;COM_stni01;;0
COM_toce01_3;;Tourville Centre;49.1409,-0.503093;;;;1;;;0
berr01;;Berry;49.192608,-0.400145;;;;0;COM_berr01;;0
COM_hosm02;;Horatio Smith;49.20092,-0.364701;;;;1;;;0
robo02;;Robert Bosch;49.16632,-0.313566;;;;0;COM_robo02;;0
COM_vend12_1;;Vendeuvre;49.181866,-0.353464;;;;1;;;0
ceve01;VER006A;Verson Centre;49.15631,-0.448559;;;;0;ARCOM@VER006;;0
ARCOM@C099;;Maréchal Juin;49.210503,-0.366602;;;;1;;;0
avia01;C075A;Aviation;49.163826,-0.349253;;;;0;COM_avia01;;0
COM_bdle42_4;;Leroy Merlin;49.15677,-0.292241;;;;1;;;0
jean01;;Jean XXIII;49.194595,-0.326765;;;;0;COM_jean01;;0
COM_mats11;;Sureaux;49.25071,-0.36466;;;;1;;;0
mmou01;MOU003B;Mouen Mairie;49.145767,-0.485196;;;;0;COM_mmou01;;0
COM_cali02;;Carrefour de la Liberté;49.18352,-0.285001;;;;1;;;0
sthu01;;Saint-Hubert;49.191578,-0.32842;;;;0;COM_sthu12;;0
COM_rdba01;;Barentins;49.180607,-0.271301;;;;1;;;0
bito02;bito02;Bitot;49.211063,-0.40742;;;;0;COM_bito01;;0
COM_lefr02;;Lefrançois;49.168762,-0.362037;;;;1;;;0
fond02;;La Fonderie BBC;49.209923,-0.337143;;;;0;COM_fond01;;0
COM_grbu01_2;;Grands Bureaux;49.185856,-0.310284;;;;1;;;0
hdvc02;hdvc02;Hôtel de Ville Quai 2;49.181503,-0.370429;;;;0;COM_hdvc02;;0
COM_demou02;;Démouville Mairie;49.178234,-0.270164;;;;1;;;0
ruau01;;Rue d'Auge;49.174873,-0.343599;;;;0;COM_ruau02;;0
COM_phle02;;Philippe Lebon;49.157402,-0.296607;;;;1;;;0
delu02;delu02;Demi-Lune;49.174652,-0.339358;;;;0;ARCOM@C035;;0
COM_hamo01;;Hauts de Mondeville;49.172775,-0.304032;;;;1;;;0
citi22;;CITIS;49.212337,-0.355798;;;;0;COM_citi22_1;;0
COM_volt02_1;;Voltaire;49.23228,-0.304793;;;;1;;;0
cycr02;cycr02;Cygne de Croix;49.169926,-0.353006;;;;0;COM_cycr01;;0
COM_stpr01;;Prestavoine;49.201065,-0.342888;;;;1;;;0
citi31;;CITIS;49.212402,-0.355656;;;;0;COM_citi22_1;;0
COM_list01;;Lion Stade;49.300266,-0.324283;;;;1;;;0
grcl02;;Grand Clos;49.212082,-0.405255;;;;0;COM_grcl02_1;;0
COM_pala02_1;;Paul Langevin;49.168713,-0.326731;;;;1;;;0
grcl01;;Grand Clos;49.212505,-0.404904;;;;0;COM_grcl02_1;;0
COM_viox01;;Village Oxylane;49.154587,-0.286345;;;;1;;;0
vell02;;Vellerie;49.216522,-0.384972;;;;0;COM_vell01;;0
COM_jocu01;;Joliot Curie;49.230347,-0.302894;;;;1;;;0
vell01;;Vellerie;49.21661,-0.38527;;;;0;COM_vell01;;0
COM_havi01_1;;Haie Vigné;49.179886,-0.383847;;;;1;;;0
l3va02;;Les 3 Vallées;49.204372,-0.29342;;;;0;COM_l3va01;;0
COM_qu04;;Château Quatrans;49.185223,-0.363614;;;;1;;;0
esta01;;Estapi;49.215054,-0.404995;;;;0;COM_esta02_1;;0
COM_jv01;;Jean Vilar;49.150078,-0.351002;;;;1;;;0
pote02;;Poterie;49.218884,-0.387354;;;;0;COM_pote02;;0
COM_be01;;Bernières;49.182625,-0.357906;;;;1;;;0
pote01;;Poterie;49.21884,-0.387507;;;;0;COM_pote02;;0
ARCOM@TSO021;;Pressoir;49.13985,-0.507539;;;;1;;;0
rf01;;Rostand Fresnel;49.162098,-0.354221;;;;0;COM_rf01;;0
COM_cb01_1;;Campus 4;49.209026,-0.358835;;;;1;;;0
sthu12;;Saint-Hubert;49.191414,-0.32847;;;;0;COM_sthu12;;0
COM_ci01;;CITIS;49.21142,-0.356655;;;;1;;;0
cobo02;;Couvrechef Bourg;49.212177,-0.379125;;;;0;COM_cobo01;;0
COM_plm02_1;;Place de la Mare;49.18692,-0.366134;;;;1;;;0
av02;;Aviation;49.163486,-0.34848;;;;0;COM_av02_4;;0
COM_gs01;;Gare SNCF;49.175903,-0.348387;;;;1;;;0
cobo01;;Couvrechef Bourg;49.211384,-0.378596;;;;0;COM_cobo01;;0
COM_bl01;;Leroy;49.17337,-0.344491;;;;1;;;0
deli01;C038A;Délivrande;49.190193,-0.359502;;;;0;COM_deli12;;0
COM_escv01;;Espérance;49.192944,-0.383221;;;;1;;;0
gdd01;;Grâce de Dieu;49.16137,-0.360241;;;;0;COM_gdd01;;0
COM_rese02;;Réservoirs;49.19,-0.384924;;;;1;;;0
gdd02;;Grâce de Dieu;49.161324,-0.360212;;;;0;COM_gdd01;;0
ARCOM@C009;;Gare Routière;49.17658,-0.346324;;;;1;;;0
clda01;;Clos de l'Avonde;49.227825,-0.385388;;;;0;COM_clda01;;0
COM_av02_4;;Aviation;49.163322,-0.349137;;;;1;;;0
rega02;;Egalité;49.20711,-0.294762;;;;0;COM_rega01;;0
COM_rtca01;;Route de Cabourg;49.179935,-0.320908;;;;1;;;0
arro01;arro01;Arromanches;49.21815,-0.41998;;;;0;ARCOM@STC022;;0
COM_rf01;;Rostand Fresnel;49.162083,-0.354185;;;;1;;;0
bito01;bito01;Bitot;49.210293,-0.405796;;;;0;COM_bito01;;0
ARCOM@SMA024;;Le Marcelet;49.183155,-0.483367;;;;1;;;0
paca02;;Pays de Caen;49.197414,-0.297999;;;;0;COM_paca01;;0
ARCOM@SMA023;;Le Mareschet;49.18194,-0.48982;;;;1;;;0
avia12;avia12;Aviation;49.162933,-0.350288;;;;0;COM_avia01;;0
COM_hdvc01;;Hôtel de Ville Quai 1;49.180485,-0.370282;;;;1;;;0
pr02;;Presqu'Ile;49.181675,-0.348002;;;;0;COM_pr02;;0
StopAreaCAE3840;;Le Maizeret;49.1898,-0.20682;;;;1;;;0
clep12;;Clos de l'Epine;49.233826,-0.388668;;;;0;COM_clep12;;0
ARCOM@C024;;Lanfranc;49.184895,-0.379085;;;;1;;;0
ci02;;CITIS;49.211468,-0.356802;;;;0;COM_ci01;;0
COM_mafo04;;Maurice Fouques;49.171436,-0.328804;;;;1;;;0
rdo02;;Gare - Rives de l'Orne;49.178406,-0.350698;;;;0;COM_rdo02;;0
COM_pubb02;;Putot Bourg;49.211376,-0.542364;;;;1;;;0
norm21;;Normandial;49.19307,-0.302371;;;;0;COM_norm22_1;;0
COM_frebo01;;Le Fresne Bourg;49.251568,-0.483635;;;;1;;;0
baud02;;Baudry;49.28551,-0.317665;;;;0;COM_baud02;;0
COM_ccom02;;Mondeville Centre Commercial;49.162167,-0.293329;;;;1;;;0
ifbr;ifbr;Ifs Bras;49.135483,-0.322104;;;;0;COM_ifbr;;0
ARCOM@C042;;Lycée Laplace;49.197487,-0.360183;;;;1;;;0
taso02;taso02;Tageret;49.13093,-0.296658;;;;0;ARCOM@SOL020;;0
COM_osty01;;Ostiguy;49.128944,-0.377105;;;;1;;;0
hfou11;;Hauts Fourneaux;49.192085,-0.301529;;;;0;COM_hfou12;;0
COM_cdfo02;;Charles de Foucauld;49.161354,-0.363085;;;;1;;;0
gala01;;Galante;49.303642,-0.326653;;;;0;COM_gala01;;0
COM_till01;;Tilly Centre;49.110836,-0.305757;;;;1;;;0
cb02;;Campus 4;49.209087,-0.358735;;;;0;COM_cb01_1;;0
COM_cind02_1;;Cindais;49.127796,-0.380048;;;;1;;;0
zaco12;;Colombelles ZA;49.19494,-0.293297;;;;0;COM_zaco11;;0
COM_lorg02;;Lorguichon;49.091557,-0.310564;;;;1;;;0
plm01;;Place de la Mare;49.18678,-0.366126;;;;0;COM_plm02_1;;0
StopArea3836;;Bures Lavoir;49.203705,-0.177061;;;;1;;;0
plm02;;Place de la Mare;49.187065,-0.366141;;;;0;COM_plm02_1;;0
StopAreaCAE3839;;Europe;49.17824,-0.227312;;;;1;;;0
TSO021B;TSO021B;Pressoir;49.139927,-0.507447;;;;0;ARCOM@TSO021;;0
StopAreaCAE3841;;Collège Montgomeri;49.180668,-0.187524;;;;1;;;0
cule02;;Cité U Lebisey;49.199657,-0.353906;;;;0;COM_cule02;;0
COM_gndc;;Gare SNCF de Caen;49.176754,-0.347463;;;;1;;;2
hmcr01;;Croix Rose;49.281216,-0.317101;;;;0;COM_hmcr01;;0
COM_bouli01;;Bouliesse;49.185658,-0.50353;;;;1;;;0
masa02;masa02;Saint-Aubin Mairie;49.26079,-0.287044;;;;0;COM_masa01;;0
COM_rdou01;;Route de Douvres;49.215942,-0.505292;;;;1;;;0
ltou01;ltou01;Les Tourelles;49.123768,-0.299734;;;;0;COM_ltou02;;0
ARCOM@BIE007;;Biéville Château;49.24368,-0.321747;;;;1;;;0
made01;;Mandela;49.18574,-0.301512;;;;0;COM_made02_1;;0
COM_pova02;;Poppa de Valois;49.19866,-0.338932;;;;1;;;0
cbea01;;Beaulieu Brazza;49.183105,-0.406679;;;;0;COM_cbea02_1;;0
ARCOM@SMA022;;Norrey Calvaire;49.20114,-0.51296;;;;1;;;0
l2eg01;;Les 2 Eglises;49.182934,-0.303806;;;;0;COM_l2eg02;;0
COM_rotbo01;;Rots Bourg;49.199303,-0.478277;;;;1;;;0
co01;;Copernic;49.198444,-0.359495;;;;0;COM_co02;;0
ARCOM@C026;;Collège Dunois;49.18644,-0.386803;;;;1;;;0
gs02;;Gare SNCF;49.17593,-0.348402;;;;0;COM_gs01;;0
COM_suno01;;Suisse Normande;49.140343,-0.373249;;;;1;;;0
stpi01;;Saint-Pierre;49.1838,-0.359825;;;;0;COM_stpi02_1;;0
COM_rubos02_1;;Jardin des Plantes;49.18898,-0.369842;;;;1;;;0
zavb02;;ZAC Vallée Barrey;49.170074,-0.309039;;;;0;COM_zavb01;;0
COM_veva02;;Vert Vallon;49.158558,-0.328004;;;;1;;;0
lmbl01;lmbl01;Bas Lion;49.302063,-0.318722;;;;0;COM_lmbl02;;0
COM_chpp02;;Chappe;49.15394,-0.312635;;;;1;;;0
plti02;;Place des Tilleuls;49.183613,-0.310157;;;;0;COM_plti02;;0
COM_htme02;;Haut Meslier;49.230396,-0.439858;;;;1;;;0
be02;;Bernières;49.1827,-0.357957;;;;0;COM_be01;;0
COM_camp3_02_1;;Campus 3;49.147957,-0.354804;;;;1;;;0
po02;;Poincaré;49.165447,-0.342742;;;;0;COM_po01;;0
COM_cath01;;Thaon Calvaire;49.25803,-0.45956;;;;1;;;0
po01;;Poincaré;49.165474,-0.342812;;;;0;COM_po01;;0
COM_zico02;;Cormelles ZI;49.15739,-0.324405;;;;1;;;0
boul01;;Aiguillon;49.17138,-0.415136;;;;0;COM_boul01_1;;0
COM_squa12;;Square;49.18462,-0.446768;;;;1;;;0
lmar01;;Les Marronniers;49.14794,-0.424283;;;;0;COM_lmar01;;0
COM_lpla12;;La Plaine;49.185402,-0.435047;;;;1;;;0
lbru02;MOU021B;La Bruyère;49.1435,-0.493408;;;;0;COM_lbru02;;0
COM_lgrte01;;La Grotte;49.184376,-0.450752;;;;1;;;0
etce01;ETE006A;Eterville Centre;49.143635,-0.422736;;;;0;COM_etce12;;0
COM_clss13;;Collège Senghor Quai 3;49.135742,-0.350446;;;;1;;;0
masl02;;Maslière;49.171566,-0.424846;;;;0;COM_masl02;;0
COM_copl02;;Colleville Plage;49.29154,-0.283691;;;;1;;;0
sc02;;Saint-Clair;49.203568,-0.329305;;;;0;COM_sc01;;0
COM_zac01;;Hauts de l'Orne;49.15408,-0.360655;;;;1;;;0
jv02;;Jean Vilar;49.150078,-0.351002;;;;0;COM_jv01;;0
COM_chu03;;CHU;49.20338,-0.358475;;;;1;;;0
csp01;;Calvaire Saint-Pierre;49.19782,-0.364017;;;;0;COM_csp02;;0
COM_acaci01_1;;Acacia;49.181435,-0.183942;;;;1;;;0
csp02;;Calvaire Saint-Pierre;49.198,-0.363985;;;;0;COM_csp02;;0
COM_lama02;;La Marque;49.287407,-0.319641;;;;1;;;0
ceau02;FLU020B;Fleury Château d'Eau;49.151653,-0.371287;;;;0;ARCOM@FLU020;;0
COM_cons02;;Hôtel de Ville Quai 3;49.180153,-0.371038;;;;1;;;0
beza01;;Bénouville ZA;49.24974,-0.281893;;;;0;COM_beza01;;0
ARCOM@C022;;Théâtre Quai 5;49.17938,-0.362919;;;;1;;;0
gu01;;Guynemer;49.168438,-0.344118;;;;0;COM_gu02;;0
ARCOM@IFS022;;Porte d'Espagne;49.147923,-0.340233;;;;1;;;2
koeni11;;Koenig;49.175335,-0.433366;;;;0;COM_koeni11;;0
COM_citr02;;PSA;49.156162,-0.320596;;;;1;;;0
50ac01;;50 Acres;49.167564,-0.410376;;;;0;COM_50ac02;;0
peva02;;Petit Vallon;49.181786,-0.266048;;;;0;COM_peva02;;0
fleury21;;Marcel Cachin;49.145412,-0.374536;;;;0;COM_fleury22_1;;0
peva01;;Petit Vallon;49.182407,-0.266;;;;0;COM_peva02;;0
re02;;Résistance Saint-Jean;49.180893,-0.356025;;;;0;COM_re01;;0
orna01;;Ornavik;49.216846,-0.312719;;;;0;COM_orna01;;0
besi01;;Beau Site;49.14551,-0.380053;;;;0;COM_besi01;;0
rbay02;CAR026B;Route de Bayeux;49.188374,-0.415354;;;;0;ARCOM@C097;;0
besi02;;Beau Site;49.14533,-0.380455;;;;0;COM_besi01;;0
rbay01;CAR026A;Route de Bayeux;49.1883,-0.415309;;;;0;ARCOM@C097;;0
jeja02;;Jean Jaurès;49.14913,-0.374809;;;;0;COM_jeja02;;0
hipp02;;Hippodrome;49.178097,-0.363133;;;;0;COM_hipp02;;0
jeja01;;Jean Jaurès;49.149124,-0.374672;;;;0;COM_jeja02;;0
avmo11;avmo11;Morice;49.20612,-0.353022;;;;0;COM_avmo02_3;;0
camb02;;Le Parc;49.235832,-0.386321;;;;0;COM_camb01;;0
stor01;;Stade d'Ornano;49.180794,-0.396876;;;;0;COM_stor02;;0
casp41;casp41;Calvaire Saint-Pierre;49.198925,-0.364206;;;;0;COM_casp41;;0
unic01;;Unicité;49.201336,-0.395276;;;;0;COM_unic01;;0
juge02;;Jules Guesde;49.14386,-0.375761;;;;0;COM_juge02;;0
hamo02;;Hauts de Mondeville;49.17292,-0.304098;;;;0;COM_hamo01;;0
gddi01;;Grâce de Dieu;49.161247,-0.360057;;;;0;COM_gddi02;;0
volt01;;Voltaire;49.232327,-0.304905;;;;0;COM_volt02_1;;0
C020B;C020B;Place Courtonne;49.184414,-0.358287;;;;0;COM_C020;;0
magy;;Marigny;49.208668,-0.435403;;;;0;COM_magy;;0
gani02;C045B;Campus 2;49.211903,-0.363504;;;;0;ARCOM@C045;;0
lite02;;Lionel Terray;49.177795,-0.278998;;;;0;COM_lite01;;0
deto01;;Detolle;49.18312,-0.385187;;;;0;COM_deto02_1;;0
rdpu01;;Rue du Puits;49.201244,-0.406052;;;;0;COM_rdpu01;;0
lerm11;;Leroy Merlin;49.156647,-0.292444;;;;0;COM_bdle42_4;;0
finl01;;Finlande;49.17497,-0.306393;;;;0;COM_finl02;;0
peric02;C027B;Péricentre;49.200615,-0.360309;;;;0;ARCOM@C027;;0
quha;;Quai Hamelin;49.177063,-0.354097;;;;0;COM_quha_1;;0
lelu02;C047B;Les Luthiers;49.209316,-0.374115;;;;0;COM_lelu01;;0
arde01;;Ardenne;49.199497,-0.412357;;;;0;COM_arde11_1;;0
lafr01;;La Fresnaye;49.15429,-0.328066;;;;0;COM_corfre02;;0
rorn02;;Gare - Rives de l'Orne;49.178703,-0.350154;;;;0;COM_rorn12;;0
sqpo02;;Square Poppa;49.177486,-0.386474;;;;0;COM_sqpo02_1;;0
ruti01;;Tisserands;49.206833,-0.376592;;;;0;COM_ruti01;;0
lerm12;;Leroy Merlin;49.15689,-0.292039;;;;0;COM_bdle42_4;;0
ca02;;Campus 2;49.212723,-0.364511;;;;0;COM_ca01;;0
coty02;;Coty;49.19099,-0.397964;;;;0;COM_coty22_1;;0
pojo01;;Point du Jour;49.180214,-0.297457;;;;0;COM_pojo02;;0
tasp12;;Tampleu;49.161728,-0.298766;;;;0;COM_tasp12_1;;0
magi01;;Giberville Mairie;49.18154,-0.282075;;;;0;COM_magi02;;0
egou02;;Ouistreham Eglise;49.27664,-0.256851;;;;0;COM_egou02;;0
pexn02;C039B;Zénith;49.17255,-0.380297;;;;0;ARCOM@C039;;0
ruma02;;Rue de Maltot;49.175236,-0.382577;;;;0;COM_ruma01;;0
vibu11;;Rue de Villons;49.1997,-0.400371;;;;0;COM_vibu02;;0
chue01;chue01;Harris;49.20512,-0.351259;;;;0;ARCOM@C051;;0
pexn01;C039A;Zénith;49.172375,-0.380467;;;;0;ARCOM@C039;;0
ruba02;;Barbeux;49.171608,-0.358161;;;;0;COM_ruba02_1;;0
inno11;;Innovaparc;49.18871,-0.304675;;;;0;COM_inno12;;0
vauc02;C109B;Vaucelles;49.1739,-0.353982;;;;0;COM_vauc02;;0
corfre02;;La Fresnaye;49.1548,-0.327632;;;;0;COM_corfre02;;0
cope31;;Copernic;49.198544,-0.361517;;;;0;COM_cope21_2;;0
siva01;;Silicon Valley;49.179264,-0.394998;;;;0;COM_siva01;;0
lmhl01;;Haut Lion;49.301273,-0.326318;;;;0;COM_lmhl01;;0
siva02;;Silicon Valley;49.179325,-0.394867;;;;0;COM_siva01;;0
lmhl02;;Haut Lion;49.301407,-0.326465;;;;0;COM_lmhl01;;0
deba12;;Débarquement;49.20276,-0.392236;;;;0;COM_deba11;;0
cale02;cale02;Carrefour de Lebisey;49.213936,-0.340573;;;;0;COM_cale01_1;;0
coty22;;Coty;49.19155,-0.398126;;;;0;COM_coty22_1;;0
bepa01;;Bernard Palissy;49.184288,-0.392756;;;;0;COM_bepa02;;0
efs11;;EFS;49.206543,-0.359459;;;;0;COM_efs12;;0
ousc01;;Sacré Coeur;49.277485,-0.262881;;;;0;COM_ousc02_1;;0
rtpa02;rtpa02;Route de Paris;49.16996,-0.323823;;;;0;COM_rtpa02;;0
bbre01;bbre01;Biéville Château;49.24371,-0.321838;;;;0;ARCOM@BIE007;;0
chan01;;Chanterie;49.199184,-0.408455;;;;0;COM_chan02_1;;0
bbce02;bbce02;Biéville Centre;49.23734,-0.327141;;;;0;ARCOM@BIE006;;0
sieu02;sieu02;Sieurcas;49.263245,-0.293621;;;;0;COM_sieu02;;0
bbce01;bbce01;Biéville Centre;49.237347,-0.327294;;;;0;ARCOM@BIE006;;0
sieu01;sieu01;Sieurcas;49.263123,-0.293415;;;;0;COM_sieu02;;0
vice02;VIB021A;Villons Cerisiers;49.23867,-0.411773;;;;0;COM_vice02_1;;0
ccou02;;Charles de Coulomb;49.168285,-0.31918;;;;0;COM_ccou02;;0
fmou02;;Francois Mourier;49.2036,-0.306249;;;;0;COM_fmou02_1;;0
rich02;rich02;Riva Charmettes;49.288094,-0.272319;;;;0;ARCOM@OUI023;;0
rimb02;;Rimbaud;49.20906,-0.290424;;;;0;COM_rimb02;;0
pebri01;pebri01;Pégasus Bridge;49.24289,-0.278703;;;;0;COM_pebri02;;0
laza02;;Lazzaro;49.20071,-0.293412;;;;0;COM_laza01;;0
chco02;;Charlotte Corday;49.16436,-0.329402;;;;0;COM_chco12;;0
chpi01;;Champ Picot;49.19234,-0.271673;;;;0;COM_chpi_1;;0
stor02;;Stade d'Ornano;49.18084,-0.396683;;;;0;COM_stor02;;0
jufe02;;Jules Ferry;49.185165,-0.288155;;;;0;COM_jufe02;;0
maca01;;Cambes Mairie;49.232235,-0.385235;;;;0;COM_maca21_1;;0
dldt01;;Tassigny;49.201656,-0.387931;;;;0;COM_dldt01;;0
valo01;valo02;Val d'Odon;49.131763,-0.502464;;;;0;COM_valo01;;0
montg02;;Montgomery;49.202274,-0.39046;;;;0;COM_montg02;;0
stde02;stde02;Colleville Stade;49.270035,-0.298036;;;;0;COM_stde02;;0
rleb02;;Rue de Lebisey;49.192814,-0.35708;;;;0;COM_rleb01_1;;0
nled02;;Lynton Lynmouth;49.235844,-0.286937;;;;0;COM_nled01;;0
clso01;MON029A;Clair Soleil;49.172718,-0.320615;;;;0;COM_clso01_1;;0
rice02;rice02;Riva Centre;49.284565,-0.26181;;;;0;COM_rice02_1;;0
frat02;;Fraternite;49.206234,-0.288139;;;;0;COM_frat01;;0
lefo01;;Léon Foucault;49.20975,-0.350356;;;;0;COM_lefo02_1;;0
fmar02;;La Ferme Marais;49.17909,-0.300886;;;;0;COM_fmar01_1;;0
unic02;;Unicité;49.201553,-0.394794;;;;0;COM_unic01;;0
mala02;C098B;Maladrerie;49.18729,-0.40728;;;;0;ARCOM@C098;;0
lpla02;lpla02;La Plaine;49.185623,-0.434885;;;;0;COM_lpla12;;0
htme01;;Haut Meslier;49.23042,-0.439979;;;;0;COM_htme02;;0
ds02;;Sphère;49.21022,-0.347483;;;;0;COM_ds02;;0
onta01;;Ontario;49.136395,-0.347579;;;;0;COM_onta02;;0
con01;;Concorde;49.156788,-0.34173;;;;0;COM_con01;;0
stceg02;;Saint-Contest Eglise;49.21458,-0.40202;;;;0;COM_stceg01;;0
cam502;;Campus 5;49.208847,-0.351821;;;;0;COM_cam502_1;;0
onta02;;Ontario;49.13635,-0.34795;;;;0;COM_onta02;;0
hmmi02;;Minotaure;49.294617,-0.304573;;;;0;COM_hmmi02;;0
civa02;;Porte Millet;49.169357,-0.357469;;;;0;COM_civa02_1;;0
avmo22;avmo22;Morice;49.206715,-0.35214;;;;0;COM_avmo02_3;;0
arro02;arro02;Arromanches;49.21827,-0.420077;;;;0;ARCOM@STC022;;0
jaro01;;Jardins Romain;49.283386,-0.322233;;;;0;COM_jaro01;;0
lama01;;La Marque;49.28737,-0.319699;;;;0;COM_lama02;;0
qudv01;qudv01;Les Vallées;49.187195,-0.43841;;;;0;COM_qudv01;;0
jafa02;;Jardins Familiaux;49.212273,-0.32047;;;;0;COM_jafa01;;0
pc01;pc01;Place Courtonne;49.1843,-0.356616;;;;0;COM_C020;;0
colb02;;Colbert;49.22718,-0.302486;;;;0;COM_colb02_1;;0
qudv02;qudv02;Les Vallées;49.187077,-0.437881;;;;0;COM_qudv01;;0
leva01;;Le Val;49.205704,-0.334822;;;;0;COM_leva01_1;;0
abda11;;Abbaye aux Dames;49.187397,-0.354569;;;;0;COM_abda11;;0
leva02;;Le Val;49.206005,-0.334138;;;;0;COM_leva01_1;;0
avmo21;avmo21;Morice;49.206707,-0.352358;;;;0;COM_avmo02_3;;0
rumo21;ETE020B;Moulin;49.14614,-0.421294;;;;0;COM_rumo01;;0
hagr01;hagr01;Le Hameau;49.149937,-0.287962;;;;0;COM_hagr02;;0
piga;;Pigacière;49.18879,-0.359524;;;;0;COM_piga;;0
hmma01;;Hermanville Mairie;49.28707,-0.312778;;;;0;COM_hmma02;;0
plma11;plma11;Place de la Mare;49.186592,-0.366843;;;;0;COM_plma;;0
IFS025A;IFS025A;Charité;49.152515,-0.342927;;;;0;COM_IFS025B;;2
pigr;;Pierre Gringoire;49.173565,-0.341268;;;;0;COM_pigr;;0
ecuy01;;Ecuyère;49.181892,-0.366733;;;;0;COM_ecuy01;;0
rubr01;;Branville;49.167767,-0.36314;;;;0;COM_rubr02_1;;0
chpp02;;Chappe;49.154186,-0.312194;;;;0;COM_chpp02;;0
plma12;plma12;Place de la Mare;49.187218,-0.366299;;;;0;COM_plma;;0
chdc01;;Château;49.184406,-0.360845;;;;0;COM_chdc01;;0
isig02;;Isigny;49.190205,-0.400518;;;;0;COM_isig02;;0
stasb01;;Place de la République;49.1823,-0.363656;;;;0;COM_stasb01;;0
isig01;;Isigny;49.190037,-0.400923;;;;0;COM_isig02;;0
jevi32;jevi32;Jean Vilar;49.15007,-0.350851;;;;0;COM_jevi02_3;;0
crem02;;Crématorium;49.194183,-0.410198;;;;0;COM_crem02_1;;0
coud02;;Coudriers;49.162155,-0.339713;;;;0;COM_coud01;;0
bouli02;bouli02;Bouliesse;49.185688,-0.503483;;;;0;COM_bouli01;;0
chrm03;chrm03;Charmettes;49.1729,-0.326071;;;;0;COM_chrm01;;0
rego02;STA024B;René Goscinny;49.11767,-0.380622;;;;0;COM_rego01;;0
bure01;BUR004A;Bures;49.199135,-0.173598;;;;0;ARCOM@BUR004;;0
jevi21;jevi21;Jean Vilar;49.149643,-0.349655;;;;0;COM_jevi02_3;;2
zico01;;Cormelles ZI;49.157337,-0.32414;;;;0;COM_zico02;;0
pexe02;C102B;Parc Expo;49.17044,-0.373811;;;;0;COM_pexe01_1;;0
peric01;C027A;Péricentre;49.200523,-0.36076;;;;0;ARCOM@C027;;0
cova01;;Collège Varignon;49.197384,-0.332256;;;;0;COM_cova02;;0
roct01;ROT006A;Rots Centre;49.199364,-0.471954;;;;0;ARCOM@ROT006;;0
hecc11;;Hérouville C. Commercial;49.206776,-0.325465;;;;0;COM_hecc11;;0
camp3_02;;Campus 3;49.147953,-0.3544;;;;0;COM_camp3_02_1;;0
ampe01;ampe02;Ampère;49.16015,-0.322439;;;;0;COM_ampe01;;0
odon01;VER031B;Odon;49.150642,-0.47365;;;;0;ARCOM@VER031;;0
fove02;;Fontaine Venoise;49.175068,-0.400752;;;;0;COM_fove01;;0
alle02;alle02;Allende;49.203556,-0.342791;;;;0;COM_alle02;;0
13ac02;;13 Acres;49.189957,-0.393829;;;;0;COM_13ac02;;0
beri12;;Beau Rivage;49.21845,-0.350923;;;;0;COM_beri11_1;;0
plvi01;;Place Villers;49.178658,-0.378947;;;;0;COM_plvi01_1;;0
rect02;;Rectorat;49.177586,-0.3814;;;;0;COM_rect02;;0
pate22;;Parc Tertiaire;49.208897,-0.324573;;;;0;COM_pate22;;0
rgen02;;Genève;49.159466,-0.339278;;;;0;COM_rgen01_1;;0
sabl01;;Sablons;49.194756,-0.370742;;;;0;COM_sabl02;;0
avbe02;;Berlin;49.200016,-0.337315;;;;0;COM_avbe02;;0
gyhu02;;Gymnase Humbert;49.207954,-0.334266;;;;0;COM_gyhu02_1;;0
cree01;THA003B;Thaon Mairie;49.25829,-0.454272;;;;0;COM_cree01;;0
lope02;VER029B;Loup Pendu;49.155197,-0.452692;;;;0;COM_lope01;;0
cath01;cath01;Thaon Calvaire;49.25803,-0.45956;;;;0;COM_cath01;;0
egve02;;Venoix Eglise;49.17275,-0.394902;;;;0;COM_egve01_1;;0
